User_ID,Session_ID,Page_Visited,Time_Spent_Seconds,Bounce,Traffic_Source,Device_Type,Country,Conversion
3991,12383,Blog,351,Yes,Paid Ads,Desktop,USA,No
4741,12384,Checkout,373,No,Referral,Mobile,Canada,No
1085,12385,Contact,538,Yes,Direct,Mobile,India,No
3493,12386,Blog,362,Yes,Paid Ads,Mobile,UK,No
7447,12387,Home,499,No,Social Media,Mobile,Canada,No
9323,12388,Product,64,No,Direct,Desktop,UK,No
8588,12389,Checkout,302,Yes,Paid Ads,Mobile,India,No
1903,12390,Blog,63,No,Referral,Mobile,India,No
6083,12391,Product,428,No,Organic,Desktop,UK,No
7190,12392,Blog,235,No,Paid Ads,Mobile,UK,No
3804,12393,Checkout,452,No,Direct,Mobile,Germany,No
2226,12394,Home,372,Yes,Referral,Tablet,Canada,No
2284,12395,Contact,558,No,Organic,Mobile,UK,No
1689,12396,Contact,33,Yes,Referral,Desktop,Canada,No
6143,12397,Checkout,281,No,Organic,Mobile,India,No
5782,12398,Cart,383,Yes,Social Media,Desktop,India,No
5881,12399,Contact,42,No,Social Media,Mobile,UK,No
5507,12400,Blog,211,No,Referral,Mobile,Canada,No
2996,12401,Product,293,No,Organic,Mobile,India,No
5381,12402,Product,497,No,Organic,Desktop,Germany,No
8680,12403,Contact,229,No,Paid Ads,Desktop,Canada,No
1429,12404,Checkout,456,Yes,Paid Ads,Mobile,Canada,No
6700,12405,Checkout,32,No,Social Media,Mobile,Canada,No
4781,12406,Checkout,338,No,Social Media,Mobile,Canada,No
9794,12407,Product,377,No,Organic,Desktop,Canada,No
9631,12408,Home,565,Yes,Organic,Mobile,Germany,No
6468,12409,Product,305,No,Direct,Mobile,India,No
5507,12410,Home,208,Yes,Paid Ads,Mobile,Canada,No
1527,12411,Checkout,383,No,Organic,Mobile,Canada,No
3996,12412,Cart,119,No,Organic,Mobile,Canada,No
4467,12413,Product,24,No,Social Media,Desktop,India,No
2361,12414,Checkout,400,No,Referral,Mobile,UK,No
7817,12415,Product,56,No,Social Media,Mobile,India,No
1703,12416,Checkout,190,No,Organic,Mobile,Canada,No
1662,12417,Product,357,No,Paid Ads,Desktop,India,Yes
9556,12418,Blog,118,No,Referral,Mobile,USA,No
7256,12419,Product,518,No,Direct,Mobile,UK,No
9367,12420,Blog,550,No,Social Media,Desktop,Germany,No
6297,12421,Home,286,No,Direct,Mobile,USA,Yes
9573,12422,Product,174,No,Paid Ads,Desktop,Canada,No
6378,12423,Home,325,No,Referral,Mobile,Germany,No
1305,12424,Cart,370,No,Paid Ads,Mobile,Germany,No
6497,12425,Contact,524,No,Referral,Mobile,UK,No
5697,12426,Contact,114,No,Direct,Mobile,India,No
3390,12427,Blog,548,Yes,Direct,Desktop,India,Yes
8222,12428,Product,567,No,Paid Ads,Mobile,India,No
8933,12429,Contact,582,No,Referral,Mobile,India,No
2465,12430,Home,547,No,Direct,Mobile,USA,No
8852,12431,Contact,328,No,Referral,Mobile,Canada,No
1402,12432,Contact,16,No,Direct,Mobile,Germany,No
7940,12433,Checkout,27,No,Organic,Desktop,Canada,No
3670,12434,Contact,165,No,Direct,Tablet,Canada,No
9095,12435,Home,268,Yes,Organic,Mobile,UK,No
9368,12436,Contact,384,No,Paid Ads,Mobile,UK,No
5544,12437,Product,84,No,Organic,Mobile,UK,No
9934,12438,Contact,275,Yes,Paid Ads,Mobile,UK,No
6660,12439,Cart,429,No,Organic,Mobile,India,No
7074,12440,Contact,440,No,Paid Ads,Mobile,Germany,No
3348,12441,Blog,82,Yes,Direct,Mobile,India,No
7850,12442,Checkout,528,No,Social Media,Mobile,Canada,No
5402,12443,Home,115,No,Social Media,Mobile,India,No
1750,12444,Contact,456,No,Social Media,Mobile,Germany,No
5062,12445,Contact,418,No,Organic,Desktop,Germany,No
8434,12446,Product,264,Yes,Social Media,Mobile,Canada,No
9405,12447,Product,355,Yes,Paid Ads,Mobile,USA,No
2617,12448,Blog,188,No,Organic,Mobile,Canada,No
3530,12449,Checkout,179,No,Organic,Desktop,Canada,No
4333,12450,Home,390,No,Direct,Mobile,India,No
8234,12451,Home,589,No,Paid Ads,Mobile,UK,No
6768,12452,Home,276,No,Paid Ads,Mobile,USA,No
8707,12453,Blog,190,Yes,Direct,Mobile,UK,Yes
1511,12454,Blog,171,No,Referral,Tablet,Canada,No
6082,12455,Contact,147,Yes,Direct,Mobile,USA,No
7860,12456,Checkout,497,No,Referral,Desktop,India,No
1252,12457,Home,76,No,Social Media,Mobile,Canada,No
5133,12458,Home,348,No,Social Media,Mobile,Canada,No
9820,12459,Contact,503,Yes,Social Media,Desktop,Germany,No
4476,12460,Checkout,151,Yes,Social Media,Desktop,India,No
2725,12461,Checkout,505,No,Direct,Desktop,India,No
3093,12462,Checkout,342,No,Social Media,Mobile,Canada,No
2701,12463,Product,89,No,Direct,Desktop,USA,No
9496,12464,Checkout,147,No,Paid Ads,Desktop,USA,No
6834,12465,Cart,315,Yes,Paid Ads,Mobile,UK,No
5340,12466,Blog,373,No,Organic,Mobile,Germany,No
3807,12467,Checkout,445,Yes,Paid Ads,Mobile,Germany,No
7301,12468,Product,71,No,Referral,Mobile,UK,No
8572,12469,Cart,538,No,Referral,Mobile,UK,No
2024,12470,Product,345,No,Social Media,Desktop,UK,No
3975,12471,Product,106,No,Organic,Mobile,India,Yes
9698,12472,Contact,318,No,Direct,Mobile,UK,No
5856,12473,Product,114,No,Direct,Mobile,India,Yes
7724,12474,Product,436,No,Direct,Desktop,India,No
3567,12475,Home,346,Yes,Social Media,Desktop,Canada,No
5587,12476,Blog,183,No,Organic,Mobile,Germany,No
5922,12477,Contact,138,No,Paid Ads,Desktop,USA,No
6046,12478,Contact,34,No,Paid Ads,Mobile,India,No
3894,12479,Home,477,No,Social Media,Mobile,Germany,Yes
8203,12480,Cart,389,Yes,Referral,Tablet,Germany,No
8478,12481,Home,13,No,Direct,Desktop,Germany,No
6274,12482,Contact,140,Yes,Referral,Desktop,UK,Yes
4613,12483,Cart,294,No,Paid Ads,Desktop,India,No
1038,12484,Contact,47,No,Social Media,Mobile,UK,No
4084,12485,Checkout,109,No,Referral,Mobile,UK,Yes
7265,12486,Cart,35,No,Paid Ads,Desktop,Canada,No
7598,12487,Contact,223,No,Social Media,Mobile,UK,No
3415,12488,Home,117,No,Direct,Desktop,Germany,No
1758,12489,Contact,264,Yes,Organic,Mobile,USA,No
5342,12490,Home,16,No,Paid Ads,Mobile,UK,No
8066,12491,Cart,475,No,Organic,Desktop,Germany,No
4116,12492,Home,344,No,Social Media,Mobile,UK,No
1764,12493,Cart,250,No,Paid Ads,Mobile,UK,No
5029,12494,Product,254,No,Direct,Mobile,UK,No
7445,12495,Blog,574,No,Direct,Desktop,UK,Yes
8443,12496,Cart,513,No,Social Media,Mobile,USA,Yes
2317,12497,Product,308,No,Organic,Mobile,USA,No
1700,12498,Product,517,No,Referral,Desktop,Canada,No
8527,12499,Product,365,No,Direct,Mobile,UK,No
5383,12500,Product,48,No,Organic,Mobile,Germany,No
2593,12501,Cart,323,No,Organic,Tablet,India,No
5145,12502,Home,493,No,Paid Ads,Desktop,Canada,No
7707,12503,Product,298,Yes,Referral,Mobile,Germany,Yes
7997,12504,Checkout,513,No,Social Media,Desktop,Canada,No
8026,12505,Product,525,No,Direct,Mobile,India,No
3612,12506,Home,330,Yes,Referral,Mobile,India,Yes
8399,12507,Home,257,No,Organic,Mobile,India,No
2908,12508,Blog,312,No,Referral,Mobile,Germany,No
7954,12509,Blog,327,Yes,Paid Ads,Desktop,Canada,No
2790,12510,Product,40,No,Paid Ads,Desktop,India,No
9168,12511,Product,295,Yes,Organic,Mobile,Germany,No
3928,12512,Contact,546,No,Organic,Mobile,UK,Yes
8681,12513,Contact,493,Yes,Social Media,Mobile,UK,No
6251,12514,Blog,240,Yes,Direct,Mobile,Germany,No
5127,12515,Product,389,Yes,Direct,Mobile,UK,No
5963,12516,Contact,365,Yes,Referral,Mobile,UK,No
6311,12517,Checkout,260,No,Direct,Mobile,India,No
9792,12518,Cart,363,No,Organic,Mobile,Canada,Yes
3025,12519,Blog,547,Yes,Referral,Mobile,Germany,Yes
8815,12520,Blog,29,No,Direct,Mobile,India,No
1987,12521,Home,5,No,Social Media,Mobile,USA,No
6310,12522,Product,362,No,Organic,Desktop,Canada,No
2965,12523,Blog,122,Yes,Organic,Mobile,USA,No
8316,12524,Blog,483,No,Direct,Mobile,India,No
1868,12525,Contact,463,No,Social Media,Desktop,Canada,No
3063,12526,Checkout,117,No,Social Media,Mobile,Canada,No
2129,12527,Product,199,No,Paid Ads,Tablet,India,No
5378,12528,Cart,24,Yes,Organic,Mobile,Canada,No
6154,12529,Checkout,290,No,Organic,Tablet,Germany,No
7256,12530,Cart,462,No,Direct,Desktop,Germany,No
7451,12531,Home,452,No,Direct,Tablet,India,No
2934,12532,Blog,595,Yes,Social Media,Mobile,Canada,No
2076,12533,Contact,89,No,Organic,Mobile,India,No
6200,12534,Checkout,580,Yes,Direct,Desktop,Canada,No
2639,12535,Cart,278,No,Social Media,Tablet,Canada,No
7385,12536,Product,407,Yes,Organic,Desktop,Canada,No
9222,12537,Home,257,No,Paid Ads,Desktop,Canada,Yes
8996,12538,Home,369,Yes,Organic,Desktop,Germany,No
1703,12539,Blog,264,No,Paid Ads,Mobile,Canada,No
6480,12540,Blog,438,No,Organic,Desktop,Canada,No
9424,12541,Cart,126,No,Social Media,Mobile,Canada,Yes
8777,12542,Cart,521,No,Organic,Mobile,UK,No
6362,12543,Home,573,No,Direct,Desktop,Germany,No
1950,12544,Cart,547,No,Social Media,Desktop,Germany,No
9250,12545,Blog,523,Yes,Paid Ads,Desktop,India,No
3818,12546,Home,16,No,Organic,Mobile,Germany,No
4600,12547,Home,14,Yes,Paid Ads,Mobile,UK,No
9493,12548,Product,161,No,Direct,Desktop,Germany,No
8845,12549,Product,145,No,Social Media,Mobile,UK,Yes
3944,12550,Cart,141,No,Paid Ads,Desktop,Germany,No
7255,12551,Cart,404,No,Referral,Tablet,UK,No
8580,12552,Blog,447,Yes,Organic,Tablet,Germany,No
9508,12553,Blog,446,No,Paid Ads,Mobile,India,No
6264,12554,Product,271,No,Referral,Mobile,India,No
8518,12555,Home,517,No,Referral,Mobile,UK,No
9122,12556,Checkout,281,No,Direct,Mobile,Canada,Yes
2178,12557,Contact,360,No,Paid Ads,Desktop,Germany,No
4855,12558,Contact,97,No,Direct,Mobile,Germany,No
9523,12559,Checkout,140,Yes,Organic,Mobile,India,No
7037,12560,Cart,115,No,Social Media,Mobile,India,No
1527,12561,Contact,48,No,Referral,Mobile,UK,No
3059,12562,Contact,215,No,Paid Ads,Desktop,USA,No
1211,12563,Checkout,347,No,Organic,Mobile,Canada,No
2714,12564,Checkout,363,No,Paid Ads,Mobile,UK,No
3688,12565,Product,365,No,Referral,Mobile,Canada,No
4266,12566,Home,335,No,Social Media,Mobile,UK,No
6149,12567,Blog,415,No,Organic,Desktop,Germany,No
2332,12568,Product,512,No,Referral,Desktop,UK,Yes
7820,12569,Contact,236,No,Organic,Mobile,Canada,No
6891,12570,Blog,174,Yes,Paid Ads,Tablet,USA,No
5686,12571,Product,408,Yes,Referral,Mobile,Germany,No
5091,12572,Product,238,No,Referral,Desktop,Canada,No
1443,12573,Checkout,524,No,Referral,Desktop,USA,Yes
1926,12574,Blog,306,No,Social Media,Tablet,Germany,No
7246,12575,Product,104,No,Referral,Desktop,India,No
1622,12576,Checkout,257,Yes,Organic,Mobile,Canada,No
4037,12577,Cart,312,Yes,Referral,Mobile,Germany,No
1233,12578,Blog,391,Yes,Social Media,Desktop,USA,No
3691,12579,Product,127,No,Social Media,Desktop,Germany,No
8402,12580,Contact,136,No,Paid Ads,Desktop,India,No
1386,12581,Cart,240,No,Organic,Tablet,Germany,No
2634,12582,Checkout,225,No,Direct,Mobile,India,No
9110,12583,Product,66,Yes,Organic,Mobile,Canada,No
5133,12584,Contact,407,No,Direct,Mobile,Germany,Yes
6581,12585,Checkout,175,No,Organic,Mobile,UK,No
2967,12586,Checkout,480,No,Referral,Mobile,USA,No
6568,12587,Contact,598,Yes,Direct,Desktop,UK,No
8284,12588,Checkout,18,No,Organic,Desktop,UK,No
9432,12589,Blog,274,Yes,Paid Ads,Mobile,Germany,No
6145,12590,Cart,58,No,Social Media,Tablet,USA,No
6767,12591,Cart,417,No,Organic,Tablet,Canada,Yes
9753,12592,Home,135,Yes,Organic,Mobile,USA,No
2999,12593,Product,521,No,Social Media,Desktop,India,No
5901,12594,Checkout,305,Yes,Direct,Mobile,Germany,No
3779,12595,Product,431,No,Direct,Mobile,UK,Yes
7192,12596,Cart,120,Yes,Referral,Desktop,Canada,Yes
2677,12597,Cart,240,No,Referral,Mobile,Germany,No
5177,12598,Checkout,567,Yes,Referral,Mobile,Canada,No
8211,12599,Blog,17,No,Paid Ads,Mobile,Canada,Yes
8873,12600,Contact,222,Yes,Social Media,Desktop,India,No
4841,12601,Checkout,333,No,Direct,Mobile,USA,No
8098,12602,Checkout,72,Yes,Paid Ads,Mobile,Germany,No
7416,12603,Home,395,No,Referral,Tablet,Canada,Yes
5885,12604,Contact,96,No,Social Media,Tablet,USA,No
1594,12605,Blog,108,Yes,Referral,Mobile,UK,No
3612,12606,Product,594,No,Organic,Mobile,India,No
7359,12607,Contact,430,No,Referral,Mobile,India,No
2496,12608,Blog,308,No,Social Media,Desktop,USA,No
4555,12609,Checkout,383,No,Direct,Tablet,UK,Yes
5861,12610,Checkout,352,No,Social Media,Mobile,USA,No
5766,12611,Checkout,179,No,Direct,Mobile,India,No
4358,12612,Checkout,396,No,Social Media,Desktop,Canada,Yes
1914,12613,Checkout,409,Yes,Social Media,Desktop,UK,Yes
2844,12614,Contact,92,No,Direct,Mobile,Canada,No
2995,12615,Contact,253,Yes,Organic,Mobile,Canada,No
8625,12616,Contact,370,No,Social Media,Mobile,Germany,No
1094,12617,Blog,93,Yes,Social Media,Desktop,Canada,No
9684,12618,Checkout,460,No,Paid Ads,Mobile,India,No
4069,12619,Cart,419,No,Referral,Mobile,India,No
1149,12620,Contact,459,No,Paid Ads,Mobile,UK,Yes
2046,12621,Cart,567,Yes,Social Media,Tablet,Germany,No
3803,12622,Home,515,No,Social Media,Mobile,USA,No
6334,12623,Product,179,Yes,Social Media,Mobile,Canada,No
9590,12624,Contact,213,No,Organic,Mobile,Canada,Yes
5476,12625,Cart,317,No,Paid Ads,Mobile,Germany,No
8276,12626,Home,375,No,Referral,Mobile,UK,No
1551,12627,Blog,317,No,Organic,Mobile,UK,No
9486,12628,Product,508,No,Direct,Mobile,Germany,No
2143,12629,Checkout,90,No,Social Media,Desktop,India,No
1455,12630,Contact,270,No,Organic,Desktop,UK,No
9360,12631,Contact,224,No,Direct,Desktop,UK,Yes
2946,12632,Checkout,299,No,Social Media,Tablet,Canada,No
7115,12633,Blog,510,No,Organic,Mobile,India,Yes
8310,12634,Product,167,No,Social Media,Tablet,India,No
7180,12635,Contact,131,Yes,Paid Ads,Mobile,Germany,No
6817,12636,Cart,121,Yes,Social Media,Mobile,UK,No
6380,12637,Product,410,No,Referral,Desktop,Germany,No
7374,12638,Home,360,No,Referral,Mobile,Canada,Yes
9445,12639,Contact,226,Yes,Social Media,Mobile,USA,No
9070,12640,Blog,380,Yes,Organic,Mobile,Germany,No
2320,12641,Cart,318,No,Direct,Desktop,India,No
8123,12642,Product,154,No,Direct,Mobile,Germany,Yes
7153,12643,Product,240,No,Referral,Desktop,Germany,Yes
7589,12644,Cart,172,No,Referral,Mobile,India,No
4607,12645,Home,499,No,Organic,Mobile,UK,No
1400,12646,Home,416,No,Paid Ads,Mobile,Canada,No
7042,12647,Product,73,Yes,Referral,Mobile,UK,No
1362,12648,Checkout,568,No,Referral,Mobile,India,No
4851,12649,Cart,271,Yes,Social Media,Tablet,India,No
4412,12650,Contact,154,No,Paid Ads,Mobile,India,No
1084,12651,Home,529,No,Paid Ads,Mobile,Canada,No
2824,12652,Contact,386,Yes,Referral,Desktop,UK,No
9499,12653,Home,378,No,Social Media,Desktop,UK,Yes
9822,12654,Home,510,Yes,Organic,Desktop,UK,No
5775,12655,Blog,241,No,Direct,Desktop,India,No
8868,12656,Contact,591,Yes,Referral,Mobile,USA,No
8619,12657,Checkout,329,Yes,Direct,Mobile,Germany,Yes
8418,12658,Home,254,No,Direct,Mobile,Germany,Yes
3371,12659,Checkout,594,Yes,Direct,Mobile,India,No
8068,12660,Product,455,No,Referral,Mobile,India,No
4300,12661,Product,426,No,Organic,Mobile,India,No
6821,12662,Blog,220,Yes,Paid Ads,Desktop,USA,No
8803,12663,Checkout,25,No,Social Media,Tablet,Canada,No
8464,12664,Cart,309,Yes,Paid Ads,Desktop,Canada,No
1726,12665,Blog,357,No,Social Media,Mobile,India,No
8121,12666,Home,449,Yes,Paid Ads,Tablet,India,Yes
5312,12667,Product,270,Yes,Referral,Tablet,USA,No
9000,12668,Product,172,Yes,Referral,Mobile,USA,No
5543,12669,Cart,62,No,Direct,Mobile,Germany,No
9014,12670,Blog,328,No,Social Media,Mobile,USA,No
1318,12671,Checkout,270,No,Organic,Desktop,India,No
4475,12672,Product,66,Yes,Referral,Mobile,Canada,No
6153,12673,Home,93,Yes,Social Media,Mobile,UK,No
5134,12674,Cart,420,No,Referral,Mobile,USA,No
2602,12675,Cart,588,Yes,Organic,Mobile,UK,No
3256,12676,Contact,80,Yes,Social Media,Mobile,India,No
8319,12677,Cart,409,No,Direct,Mobile,Germany,No
8532,12678,Home,369,Yes,Social Media,Desktop,India,No
8366,12679,Cart,389,No,Organic,Desktop,USA,No
3648,12680,Checkout,13,Yes,Direct,Desktop,Germany,No
7903,12681,Contact,519,Yes,Referral,Mobile,Germany,No
2858,12682,Checkout,373,No,Direct,Mobile,Canada,No
2102,12683,Blog,313,No,Referral,Desktop,India,No
3481,12684,Blog,174,No,Organic,Desktop,India,No
2820,12685,Checkout,151,Yes,Paid Ads,Desktop,UK,No
4158,12686,Home,522,No,Paid Ads,Tablet,Canada,No
4684,12687,Contact,84,Yes,Organic,Tablet,UK,No
8411,12688,Blog,456,No,Referral,Tablet,USA,No
4651,12689,Cart,470,No,Direct,Mobile,UK,No
8707,12690,Checkout,559,No,Referral,Desktop,UK,No
9461,12691,Product,416,No,Paid Ads,Tablet,Germany,No
9107,12692,Home,566,No,Direct,Desktop,UK,No
7881,12693,Home,299,Yes,Social Media,Desktop,Germany,No
7220,12694,Checkout,134,No,Paid Ads,Desktop,USA,No
5830,12695,Product,169,Yes,Organic,Mobile,UK,No
5979,12696,Home,454,No,Direct,Mobile,Canada,No
8334,12697,Contact,511,No,Referral,Mobile,USA,No
4775,12698,Blog,73,No,Social Media,Tablet,Germany,No
1648,12699,Contact,560,No,Paid Ads,Mobile,Canada,Yes
1016,12700,Product,504,No,Direct,Mobile,USA,Yes
9308,12701,Contact,139,Yes,Paid Ads,Desktop,India,No
7476,12702,Cart,506,No,Organic,Desktop,India,No
6942,12703,Blog,349,No,Paid Ads,Desktop,USA,No
2545,12704,Product,58,Yes,Referral,Mobile,USA,No
3693,12705,Checkout,336,No,Referral,Mobile,UK,No
8599,12706,Home,424,No,Organic,Desktop,UK,No
5089,12707,Blog,317,No,Organic,Desktop,USA,No
7259,12708,Checkout,142,Yes,Social Media,Mobile,Canada,No
6058,12709,Product,359,No,Direct,Mobile,Germany,No
4240,12710,Cart,506,No,Paid Ads,Mobile,USA,No
5942,12711,Home,229,Yes,Organic,Mobile,India,No
4788,12712,Home,103,No,Direct,Desktop,UK,No
7953,12713,Blog,311,No,Organic,Desktop,UK,Yes
1371,12714,Checkout,395,No,Organic,Mobile,India,No
8020,12715,Product,95,No,Social Media,Mobile,Canada,No
8120,12716,Product,378,No,Referral,Mobile,USA,No
6702,12717,Checkout,208,Yes,Direct,Tablet,Canada,No
9347,12718,Home,121,Yes,Social Media,Desktop,Canada,No
3661,12719,Checkout,70,No,Referral,Mobile,USA,No
8180,12720,Contact,135,Yes,Organic,Mobile,Canada,No
7651,12721,Product,390,No,Social Media,Desktop,India,No
9656,12722,Checkout,96,Yes,Referral,Mobile,USA,Yes
5878,12723,Home,81,No,Referral,Mobile,UK,No
5315,12724,Blog,256,No,Social Media,Mobile,USA,No
7158,12725,Contact,324,No,Paid Ads,Mobile,UK,No
9308,12726,Home,58,No,Social Media,Desktop,Germany,No
7474,12727,Cart,149,No,Organic,Tablet,USA,No
2374,12728,Cart,90,No,Paid Ads,Mobile,UK,No
8393,12729,Checkout,145,No,Social Media,Desktop,Canada,No
5403,12730,Home,49,No,Referral,Tablet,Germany,Yes
4546,12731,Home,121,Yes,Direct,Mobile,USA,No
4977,12732,Product,151,Yes,Social Media,Tablet,UK,No
4411,12733,Blog,25,No,Referral,Mobile,Canada,Yes
9988,12734,Contact,540,No,Social Media,Mobile,UK,No
4892,12735,Home,162,Yes,Organic,Mobile,USA,No
8324,12736,Contact,480,Yes,Organic,Desktop,India,No
9342,12737,Checkout,52,No,Referral,Tablet,India,No
4249,12738,Product,423,Yes,Referral,Mobile,USA,No
1111,12739,Contact,114,Yes,Paid Ads,Desktop,Canada,No
1682,12740,Contact,575,No,Organic,Mobile,Germany,No
2161,12741,Contact,533,Yes,Direct,Mobile,UK,No
8400,12742,Contact,308,Yes,Organic,Mobile,Canada,No
3379,12743,Contact,486,No,Organic,Desktop,UK,No
6426,12744,Product,571,No,Direct,Mobile,India,No
9352,12745,Checkout,141,No,Organic,Mobile,Germany,No
2425,12746,Contact,81,Yes,Social Media,Mobile,USA,No
4661,12747,Contact,274,No,Social Media,Desktop,USA,Yes
9469,12748,Checkout,89,No,Organic,Mobile,India,No
8040,12749,Home,472,Yes,Organic,Mobile,USA,No
5592,12750,Home,246,No,Direct,Mobile,Germany,No
8530,12751,Product,68,No,Organic,Mobile,Germany,No
4107,12752,Product,244,No,Referral,Mobile,USA,No
1302,12753,Blog,99,No,Social Media,Mobile,Canada,Yes
5533,12754,Product,402,No,Organic,Tablet,USA,No
3773,12755,Checkout,53,Yes,Referral,Tablet,Germany,No
8199,12756,Contact,457,Yes,Organic,Mobile,India,Yes
5281,12757,Checkout,149,No,Paid Ads,Mobile,USA,No
5768,12758,Blog,402,No,Referral,Mobile,Canada,No
2000,12759,Cart,307,No,Social Media,Mobile,USA,No
2718,12760,Cart,432,No,Social Media,Mobile,UK,No
8169,12761,Checkout,21,Yes,Paid Ads,Desktop,USA,No
8361,12762,Cart,85,No,Referral,Mobile,Germany,Yes
4830,12763,Cart,188,No,Referral,Tablet,USA,No
8154,12764,Blog,471,No,Direct,Mobile,USA,No
6020,12765,Contact,287,Yes,Organic,Mobile,India,No
3882,12766,Product,75,Yes,Referral,Desktop,UK,No
1998,12767,Product,94,No,Direct,Tablet,India,Yes
1284,12768,Cart,596,No,Paid Ads,Desktop,Germany,No
9612,12769,Home,369,No,Paid Ads,Mobile,Canada,No
3160,12770,Blog,207,No,Paid Ads,Mobile,India,No
4065,12771,Contact,235,No,Direct,Mobile,Germany,No
2494,12772,Contact,10,No,Social Media,Desktop,UK,No
5623,12773,Cart,361,No,Paid Ads,Mobile,USA,No
3543,12774,Home,453,Yes,Direct,Mobile,India,No
5800,12775,Home,150,No,Direct,Mobile,USA,No
9913,12776,Contact,59,Yes,Organic,Mobile,UK,No
2401,12777,Blog,71,No,Paid Ads,Mobile,Canada,No
1445,12778,Product,151,No,Social Media,Desktop,USA,No
5522,12779,Contact,590,Yes,Direct,Desktop,Canada,No
4767,12780,Contact,236,Yes,Social Media,Desktop,UK,Yes
3551,12781,Checkout,472,No,Social Media,Desktop,UK,No
6646,12782,Home,100,No,Paid Ads,Desktop,Canada,No
4888,12783,Checkout,495,No,Paid Ads,Mobile,India,Yes
5816,12784,Checkout,252,No,Organic,Desktop,UK,No
3731,12785,Blog,136,Yes,Social Media,Desktop,UK,No
8699,12786,Contact,529,Yes,Social Media,Mobile,Canada,No
3629,12787,Product,74,No,Direct,Mobile,USA,Yes
8687,12788,Blog,353,Yes,Direct,Desktop,Canada,No
2057,12789,Home,446,No,Direct,Mobile,Germany,Yes
7834,12790,Product,260,Yes,Social Media,Desktop,USA,Yes
9949,12791,Contact,390,No,Organic,Mobile,USA,No
2795,12792,Cart,509,Yes,Referral,Mobile,UK,No
5849,12793,Product,420,Yes,Direct,Mobile,USA,No
9215,12794,Blog,323,No,Referral,Mobile,India,No
5150,12795,Blog,320,No,Organic,Tablet,India,No
7947,12796,Checkout,334,No,Social Media,Mobile,India,No
7470,12797,Contact,136,Yes,Referral,Mobile,Germany,No
8179,12798,Cart,148,Yes,Paid Ads,Mobile,UK,No
4712,12799,Contact,251,No,Social Media,Mobile,Canada,Yes
6458,12800,Product,67,No,Paid Ads,Mobile,Germany,No
6315,12801,Cart,507,Yes,Organic,Mobile,Germany,No
6381,12802,Contact,240,No,Referral,Desktop,India,No
4174,12803,Checkout,401,No,Referral,Mobile,USA,No
7387,12804,Cart,127,No,Organic,Mobile,Canada,No
9973,12805,Cart,274,Yes,Organic,Mobile,UK,No
7767,12806,Product,12,No,Social Media,Mobile,USA,No
1566,12807,Cart,346,No,Organic,Mobile,USA,No
5622,12808,Checkout,319,No,Direct,Desktop,Germany,Yes
5132,12809,Home,565,Yes,Paid Ads,Mobile,Germany,No
9830,12810,Home,340,No,Organic,Tablet,India,Yes
7995,12811,Blog,260,No,Direct,Mobile,UK,No
5167,12812,Home,120,No,Referral,Mobile,UK,No
3670,12813,Product,393,No,Organic,Desktop,Germany,No
9296,12814,Blog,89,Yes,Paid Ads,Desktop,Germany,No
2682,12815,Home,54,No,Paid Ads,Tablet,India,No
9490,12816,Home,168,No,Social Media,Desktop,USA,No
1770,12817,Blog,152,Yes,Referral,Mobile,Canada,Yes
4854,12818,Product,559,No,Referral,Mobile,India,Yes
4118,12819,Blog,140,Yes,Paid Ads,Mobile,UK,Yes
3132,12820,Product,222,No,Direct,Mobile,UK,No
8225,12821,Product,510,No,Paid Ads,Mobile,USA,No
1990,12822,Contact,376,No,Organic,Mobile,USA,No
1710,12823,Checkout,238,No,Social Media,Desktop,Canada,No
5304,12824,Home,119,No,Organic,Desktop,UK,No
6367,12825,Contact,193,Yes,Referral,Mobile,Germany,No
1038,12826,Home,421,No,Organic,Mobile,Germany,No
2275,12827,Contact,201,Yes,Referral,Mobile,India,No
8069,12828,Cart,554,Yes,Social Media,Desktop,Germany,No
5857,12829,Blog,528,No,Referral,Mobile,Canada,No
2436,12830,Contact,560,Yes,Social Media,Desktop,Canada,No
3099,12831,Checkout,18,No,Direct,Mobile,UK,No
9565,12832,Home,568,No,Direct,Mobile,Germany,No
8693,12833,Cart,249,No,Social Media,Tablet,USA,No
5251,12834,Checkout,306,No,Paid Ads,Mobile,UK,No
5025,12835,Product,468,Yes,Social Media,Mobile,India,No
7212,12836,Home,437,Yes,Referral,Mobile,USA,No
4234,12837,Contact,466,No,Direct,Mobile,Germany,No
8662,12838,Blog,288,No,Direct,Mobile,Canada,No
8550,12839,Checkout,592,Yes,Social Media,Desktop,Germany,No
4123,12840,Cart,538,No,Paid Ads,Desktop,Canada,No
1653,12841,Blog,372,No,Social Media,Desktop,India,No
5158,12842,Product,161,Yes,Referral,Mobile,UK,No
9700,12843,Blog,467,Yes,Referral,Tablet,Germany,No
6543,12844,Cart,584,Yes,Organic,Desktop,USA,No
3197,12845,Product,165,No,Paid Ads,Mobile,Germany,No
4911,12846,Cart,178,No,Direct,Mobile,Germany,No
6235,12847,Home,503,Yes,Referral,Mobile,India,Yes
5799,12848,Cart,554,No,Referral,Mobile,Canada,No
9707,12849,Blog,340,No,Paid Ads,Mobile,UK,No
6360,12850,Home,30,No,Social Media,Mobile,UK,No
9221,12851,Home,508,Yes,Organic,Mobile,Canada,No
